Attrition_Probability,MonthlyIncome,DistanceFromHome,WorkLifeBalance,JobSatisfaction,OverTime_Yes,YearsSinceLastPromotion
0.751618352580631,5765,13,1,2,False,0
0.7512534347646597,2625,10,1,3,False,2
0.7507897841574518,2404,6,1,1,True,2
0.749723747525559,1393,2,3,2,False,0
0.7488944858157626,3485,2,1,3,False,0
0.7485857859664126,2380,2,2,4,True,0
0.7446002166457542,2302,1,4,2,True,2
0.7415167985416227,6172,6,2,3,True,7
0.7398384108199546,2119,8,2,1,True,0
0.7396528928150113,1555,22,3,3,False,0
0.7383963721212603,6696,26,2,1,False,0
0.7357193299096806,2404,10,3,1,True,0
0.7350860355060946,2760,9,3,2,False,2
0.7337444021494847,2394,17,3,3,True,7
0.7336904375685268,2210,17,1,2,False,0
0.732854890050648,3441,5,2,3,True,2
0.7321697935609762,2166,7,1,1,True,0
0.7313406853443433,2216,1,3,2,True,3
0.7280511922235838,2074,2,3,1,True,0
0.726573909821519,13194,24,2,2,True,0
0.7258968957559759,3202,1,3,2,True,1
0.7180314377015249,2437,17,3,3,True,0
0.7168215629760634,2436,14,1,4,True,0
0.7149967588575947,5346,9,2,3,False,1
0.707071260437028,3989,8,3,3,True,1
0.7068884438289263,2956,18,3,1,False,0
0.7037623625728463,2741,17,2,3,True,1
0.7027603032135499,4969,29,3,1,False,2
0.7004158338964873,9854,13,3,3,True,2
0.6989136427345674,5744,5,3,3,True,0
0.6981403493423048,2293,1,2,4,True,2
0.6980049528673742,2863,22,3,2,False,0
0.6975714125775081,5324,16,3,1,False,0
0.6967707394617653,13758,12,2,1,True,13
0.696749228958462,2044,2,2,3,False,0
0.6938292221111285,9824,20,3,3,False,0
0.6928912233165373,5440,15,2,4,True,2
0.6919463974764519,3919,16,3,1,True,6
0.691036122970453,5916,23,3,3,True,0
0.6851235788974175,6397,27,3,3,True,1
0.6816895791850562,3722,2,1,4,True,2
0.6809542751122855,3161,24,1,3,True,0
0.6765404373704332,2657,3,3,1,True,0
0.6728438003730709,3464,2,2,4,True,2
0.6725906406933144,5381,1,3,3,True,0
0.6713350317973341,5993,1,1,4,True,0
0.6707231678393906,2973,4,3,1,False,0
0.6695914233964588,2033,13,3,2,False,0
0.6679298227911333,5238,3,2,3,True,0
0.6670125762806997,4200,9,4,1,False,0
0.6667502210847832,2367,17,2,4,False,0
0.6666066781477874,6673,29,3,1,True,0
0.6634979505271479,2342,1,2,2,True,2
0.6617242767606722,2307,16,3,1,True,3
0.6607810848013927,4233,13,1,1,False,1
0.6599221736741658,6735,1,3,2,False,0
0.6593811999810261,3479,29,4,2,False,1
0.6577623374983664,2871,15,3,4,False,0
0.6575722044484963,2351,6,2,3,False,1
0.6553477570410843,2366,5,3,3,True,1
0.6553274833238625,1483,3,3,2,False,0
0.6549176109022807,2546,25,4,2,False,1
0.6544377351451702,4084,3,1,3,False,7
0.6532072591742047,5617,26,3,4,True,0
0.6531515931640329,2362,1,1,1,False,0
0.6514463071887814,2174,1,3,2,True,1
0.6500619189374593,9355,4,3,2,False,7
0.6491105251167284,3743,14,1,2,True,0
0.6490979883491642,7553,14,3,4,True,7
0.647688175504194,5813,27,3,4,True,7
0.6474116699507051,2073,6,3,1,True,0
0.6446325874313195,6380,22,3,3,True,1
0.6444294863752934,10048,10,3,3,False,0
0.6427158958997566,4834,15,2,3,False,0
0.6419002040601074,1129,2,3,4,True,0
0.641727929292591,13610,15,4,3,True,7
0.6411885305340568,6074,7,3,3,True,0
0.6380624697810882,2707,2,4,1,False,1
0.6372736343892884,4286,26,3,1,False,0
0.6369187979704177,5326,8,2,1,False,1
0.6356733095056,2018,9,1,1,False,1
0.6348350853331253,2086,5,4,4,False,0
0.6337877794743634,4284,28,3,1,False,1
0.6327649862090489,10306,10,3,1,False,6
0.6279099775970913,18824,2,3,2,True,1
0.6276363126048174,2180,8,2,4,False,1
0.624734039895303,4599,24,4,2,True,10
0.624596087938436,3408,10,3,4,False,1
0.6244278095796293,12936,9,1,3,False,14
0.622701741211851,2610,15,2,3,False,2
0.6213756547530875,2909,1,4,3,False,1
0.6193049714208833,4614,18,2,3,True,3
0.6188741015877244,8161,16,3,3,False,0
0.6180648996780348,4707,11,3,3,False,1
0.6177979783079706,10854,28,3,1,True,2
0.6169473200017207,9582,4,3,1,True,4
0.6130364276972134,3339,7,3,3,True,7
0.6126987940414582,10609,1,1,3,False,11
0.6115609471573038,6796,8,3,3,True,1
0.6089950296558507,3691,4,4,4,True,5
0.607201376063819,7336,23,1,1,False,3
0.6068292656439426,2742,9,3,3,False,2
0.6047543130444059,7639,27,2,4,False,1
0.6035635815644377,2587,24,3,4,False,1
0.6029009672225525,2778,2,2,4,True,1
0.6025897577581387,2341,2,3,1,False,0
0.6008609983488381,2127,17,3,2,False,0
0.5995309062596986,10325,3,3,4,True,3
0.5959619528472164,1514,14,1,3,False,0
0.5902873748910296,5160,2,2,4,False,7
0.587696737167181,3904,23,3,1,False,0
0.5862527700439472,10400,4,2,4,False,9
0.5822040008078527,2380,5,3,1,True,1
0.5816673724126576,9950,23,3,1,True,0
0.5804174150677273,19845,2,3,4,False,6
0.5788380659907773,4382,2,2,3,False,2
0.5779375393638572,4031,3,3,1,False,0
0.5772065247993807,2743,16,3,1,False,15
0.5768761972909776,2935,16,2,4,True,0
0.5741375526349709,9619,9,3,4,False,4
0.5736123520661928,1052,10,3,2,False,0
0.5730147622445311,4508,29,3,3,False,3
0.5725024047828652,10008,7,2,1,True,5
0.5712517539396048,10096,9,4,4,False,4
0.5660462032434963,7654,11,4,4,False,7
0.5634525918563514,2694,9,3,2,False,0
0.555594902985492,6728,1,3,3,False,0
0.553170302907225,4213,10,1,1,False,0
0.5505613346438585,4171,3,4,3,True,0
0.5485334348815966,11849,29,2,2,True,9
0.5484895201124979,19246,2,3,2,True,13
0.54112201922832,7446,1,3,2,False,4
0.5357324490573037,12169,2,3,4,False,11
0.5337995127678256,2318,4,3,3,False,0
0.531443857324472,3041,2,3,1,False,0
0.5267245201004374,4855,2,3,2,False,1
0.5230370887178817,1611,1,4,4,False,0
0.5219403931216322,2389,18,2,4,True,0
0.5216234550465906,4941,8,2,2,False,7
0.5178029032661335,2042,2,3,1,True,1
0.5159827928346034,2321,9,3,1,True,1
0.5153943160770078,19859,2,3,1,True,1
0.5103249029873027,7314,10,3,2,False,0
0.5085309264596622,2296,21,3,1,False,0
0.5060440480933043,8926,21,4,2,False,3
0.5059930126878963,2693,18,2,4,False,0
0.5003893964529371,9094,25,3,2,True,1
0.4989387296154609,2061,3,3,4,False,0
0.49436014013820045,2478,5,2,2,True,1
0.492969230340953,2322,2,3,1,False,0
0.4865128291832872,2827,2,3,1,False,0
0.4856886994611445,2789,5,2,2,False,2
0.48434047021246207,3140,20,2,2,True,0
0.4842890704867963,2008,10,3,2,False,1
0.48134849433990257,3348,3,3,1,True,9
0.4810541731356642,4777,11,1,2,False,0
0.4805384502519733,1051,5,3,4,False,0
0.4793728584373803,2552,9,3,1,False,0
0.4788915893717199,2070,1,4,2,True,2
0.47869828053302826,2090,2,3,3,True,0
0.4783081155452703,4883,7,3,3,False,1
0.4773052683752347,1232,15,3,4,False,0
0.4584998911305279,2220,10,3,3,True,0
0.4553803581067076,2096,1,2,2,False,2
0.45521299417319067,2858,1,2,1,False,0
0.45334734251772224,3730,1,1,3,True,1
0.4526144446815861,2804,6,3,2,False,0
0.45024717000023706,2933,1,2,3,True,1
0.4476961869198119,2994,25,3,4,True,0
0.43967084251345634,2853,3,3,4,True,0
0.4357905824646728,8224,9,3,1,True,0
0.43352261005658077,2109,4,3,1,False,0
0.43201579604778706,2642,10,3,3,False,0
0.43089026800048885,2277,3,4,2,True,0
0.42449015777123034,2157,20,3,4,False,0
0.4238831506667535,3294,2,2,4,True,1
0.4224498134713562,2476,2,3,2,False,0
0.42093302742715805,2728,9,3,1,False,0
0.4187180617130768,2107,5,1,1,False,0
0.4186993751174088,1702,2,3,4,True,0
0.40899765239832403,6877,2,2,4,True,0
0.40751819512127035,2693,24,3,3,False,0
0.4054549493697667,2275,7,3,4,True,0
0.4050595749639792,2148,20,3,2,True,1
0.4030627889210451,4559,20,3,3,True,2
0.4020158364613062,2501,1,3,2,False,1
0.40104689401324944,2909,3,3,3,True,3
0.3987875351680677,5828,4,3,4,True,7
0.3968571442369329,2800,1,3,3,True,0
0.3954539431286756,2127,5,2,3,True,0
0.3924855003154955,3597,24,3,2,False,1
0.3921260581985323,2836,1,4,2,False,0
0.39085019261098625,5441,21,1,4,True,1
0.38713335630859025,2783,2,3,3,False,2
0.3856522709208769,3760,2,3,4,True,1
0.38475458159401477,2404,7,3,3,False,0
0.38437047227249477,2022,25,2,2,True,7
0.38383473377159555,3033,3,2,3,False,1
0.3827047742712289,2154,1,2,3,True,0
0.3821078205427706,2678,21,3,4,False,2
0.3813619202999112,1281,3,3,3,False,0
0.3811083613071856,6861,3,3,4,True,0
0.3798550195908704,2326,9,2,4,True,1
0.37835603140435947,3295,4,1,2,False,1
0.3775776953390563,2008,1,2,3,False,0
0.37569264699511007,3388,9,2,3,True,0
0.37489589781584814,4306,29,3,3,False,0
0.3746555365048131,3894,4,3,3,False,1
0.37450194768019157,3022,19,3,2,False,0
0.3736922898456829,2566,3,2,3,True,0
0.370193617880324,2856,3,3,2,False,0
0.37018538516368543,2644,2,2,4,True,1
0.3669900402737624,3977,2,2,3,True,0
0.36684963262673276,3057,2,1,3,True,0
0.36648501914804565,2759,19,3,3,True,2
0.3651004247661264,2814,26,2,3,True,1
0.363228958032078,2972,7,1,4,False,0
0.3592699214452251,3867,2,3,4,True,2
0.3575911586699226,6151,10,3,2,False,11
0.35753231245024075,8103,3,2,4,True,0
0.3558879000480596,9705,10,2,2,False,0
0.35423959121783527,3447,22,3,3,False,1
0.3541011829194423,2683,3,3,3,True,0
0.35253647126979687,2837,29,3,2,False,4
0.3504724627646743,2886,7,3,3,True,1
0.35041884594853895,5094,16,3,3,False,0
0.3483267751396254,3230,3,4,3,False,1
0.34744221022626215,2976,4,3,3,False,0
0.3473682115198329,3785,28,1,1,False,0
0.3469858914875071,2083,3,3,3,False,0
0.345525311214317,2274,2,3,3,False,0
0.34552424212844146,2875,4,2,4,True,2
0.34342335492428444,2559,2,2,2,False,0
0.3432030045075057,5869,10,3,3,False,1
0.33983863487421906,1706,3,2,4,False,0
0.3396950514051593,2380,9,3,4,False,0
0.33790585839450166,2422,5,3,2,False,1
0.3373526846225372,2356,11,3,4,True,0
0.33573094738087866,2168,15,2,4,True,1
0.33560531227028023,5332,2,3,1,False,0
0.3347237127272301,5772,5,3,4,True,0
0.3339096174939173,4577,3,3,3,False,2
0.33389618388168113,6294,1,4,3,True,0
0.3310680552863279,2328,5,2,2,True,2
0.3301876300770825,2791,20,3,4,False,2
0.3293243475119818,6410,2,3,1,False,1
0.3284405060843118,2686,1,2,4,True,7
0.32659101960333814,2799,1,3,1,True,0
0.3255753617107423,4400,9,3,1,False,2
0.3248270597999859,4581,12,4,4,True,6
0.3247265401478272,2379,5,2,4,True,0
0.3244388212196488,1274,7,2,3,False,0
0.3227627311913901,4157,23,2,4,True,0
0.32241165369861174,2479,2,3,3,False,0
0.3205423419950576,2269,8,3,4,False,0
0.31850102537286923,2956,1,3,1,False,0
0.31625329682354675,3708,24,3,3,False,1
0.31362870829889433,2206,9,3,3,False,1
0.31358824189267576,2451,9,2,3,False,0
0.3123987898605908,3407,9,3,1,False,0
0.31203969253459235,4487,4,3,4,True,1
0.31070909024524096,2659,6,3,4,True,0
0.3087254760956597,2743,13,3,2,False,2
0.30827660299057175,1951,4,3,4,False,0
0.3072000007634223,2534,11,3,4,False,0
0.3062287032277597,9610,19,1,3,False,0
0.30571216319454275,5405,16,3,1,False,2
0.30565104689588546,4272,29,3,4,False,0
0.3052034186901279,4478,2,3,3,True,0
0.3051124889099256,7082,23,3,3,True,0
0.30199822864128745,4787,1,4,4,True,2
0.3015340717544149,2342,2,2,4,True,2
0.30120232339466163,1563,1,1,3,False,0
0.3011928986400038,4197,10,2,2,True,0
